Order_Value,City_Tier,Payment_Type,Return_Count,Is_Verified_Mobile,Is_RTO
8925,Urban,UPI,9,False,0
45144,Rural,Net Banking,2,True,0
14656,Urban,UPI,7,True,0
37497,Urban,Credit Card,2,True,0
20573,Urban,UPI,10,False,0
38407,Rural,COD,4,False,1
33310,Metro City,Net Banking,5,False,0
7661,Rural,Debit Card,4,False,0
36855,Urban,Net Banking,2,False,0
644,Rural,COD,3,True,0
6276,Rural,Debit Card,6,True,0
1900,Metro City,COD,0,True,0
17013,Metro City,Credit Card,9,False,0
32906,Metro City,UPI,7,True,0
40037,Metro City,COD,2,False,0
1440,Rural,UPI,2,False,0
21890,Urban,Net Banking,2,True,0
30224,Metro City,COD,2,False,1
9994,Rural,UPI,9,True,0
44232,Rural,COD,7,False,1
16954,Metro City,Debit Card,8,False,0
47705,Metro City,COD,9,False,1
3656,Metro City,Credit Card,7,False,0
32542,Urban,Net Banking,8,False,0
19566,Urban,Credit Card,3,False,0
4046,Metro City,COD,6,False,1
13288,Metro City,Credit Card,9,True,0
3937,Rural,Credit Card,2,True,0
8830,Metro City,COD,9,True,1
1531,Metro City,COD,1,True,0
31365,Metro City,Net Banking,2,False,0
37158,Rural,Credit Card,6,True,0
2245,Urban,Debit Card,8,False,0
33525,Urban,Credit Card,4,True,0
7619,Rural,Net Banking,0,True,0
43750,Urban,UPI,9,True,0
29981,Rural,Credit Card,1,False,0
29451,Urban,UPI,0,True,0
44256,Metro City,COD,3,True,0
11203,Urban,Credit Card,3,False,0
14072,Metro City,Net Banking,1,True,0
21159,Urban,Debit Card,0,False,0
2775,Urban,Net Banking,7,True,0
1921,Metro City,Debit Card,5,True,0
17029,Rural,Net Banking,4,True,1
44089,Rural,Net Banking,1,False,0
26701,Metro City,Debit Card,10,True,0
8476,Urban,UPI,3,False,0
31570,Urban,Debit Card,4,True,0
46872,Urban,Net Banking,10,True,0
36498,Rural,Debit Card,2,False,0
37446,Rural,UPI,10,False,0
40947,Urban,COD,4,False,1
20532,Metro City,Net Banking,10,False,0
2125,Urban,COD,6,False,1
22909,Metro City,COD,6,True,1
23193,Metro City,COD,3,False,0
827,Metro City,UPI,6,False,0
38619,Urban,Net Banking,5,False,0
18202,Rural,UPI,7,False,0
926,Urban,COD,10,False,1
19757,Rural,COD,6,True,1
35769,Rural,Credit Card,9,False,0
22939,Rural,Debit Card,1,True,0
11945,Metro City,COD,1,False,0
20424,Urban,COD,3,False,0
31196,Metro City,UPI,0,True,0
19097,Rural,Net Banking,3,False,0
36467,Metro City,COD,3,False,0
23053,Metro City,Debit Card,5,True,0
23865,Rural,Debit Card,5,True,0
6740,Urban,Net Banking,6,False,0
37434,Urban,COD,7,False,1
29691,Metro City,COD,3,False,1
16882,Rural,Credit Card,3,False,0
15996,Metro City,Net Banking,10,True,0
12904,Urban,Net Banking,0,False,0
27903,Metro City,UPI,1,True,0
31379,Rural,COD,6,False,1
2940,Rural,Debit Card,6,False,0
15214,Urban,COD,10,True,1
16934,Metro City,Credit Card,1,False,0
35222,Urban,Credit Card,6,False,0
41198,Rural,Net Banking,5,True,0
22566,Metro City,Net Banking,1,False,0
29701,Rural,UPI,3,True,0
10102,Rural,Net Banking,1,True,0
21604,Urban,Credit Card,10,True,0
42815,Metro City,Credit Card,6,False,0
49080,Metro City,Net Banking,0,True,0
17970,Rural,Credit Card,2,False,0
28043,Metro City,UPI,4,False,0
42579,Urban,COD,7,True,1
13496,Rural,COD,9,True,1
5417,Metro City,UPI,1,True,0
18537,Rural,COD,3,False,0
26706,Metro City,COD,9,False,1
15500,Urban,Credit Card,9,False,0
4844,Urban,Net Banking,3,True,0
25008,Urban,Net Banking,6,True,0
44414,Rural,Debit Card,2,False,0
47032,Metro City,COD,7,False,1
31284,Metro City,Credit Card,3,False,0
35371,Rural,COD,2,True,0
18942,Rural,UPI,8,False,0
39535,Metro City,COD,3,False,0
22221,Urban,Debit Card,0,True,0
34662,Rural,Debit Card,4,True,0
8749,Rural,Net Banking,9,False,0
42503,Rural,UPI,0,False,0
12977,Rural,COD,10,True,1
27766,Urban,COD,6,False,1
17652,Urban,COD,10,False,1
35217,Rural,COD,3,True,0
9993,Urban,COD,8,False,1
47117,Rural,COD,5,False,1
29747,Rural,UPI,9,False,0
24139,Metro City,Net Banking,2,False,0
46319,Metro City,UPI,6,True,0
32357,Rural,Debit Card,5,False,0
39289,Urban,Credit Card,1,True,0
41062,Urban,Credit Card,7,True,0
20342,Rural,UPI,6,True,0
47191,Rural,COD,5,True,1
17599,Metro City,UPI,1,True,0
6636,Urban,COD,0,False,1
11372,Rural,Debit Card,7,True,0
39720,Urban,COD,1,False,0
11637,Metro City,COD,7,False,1
8619,Metro City,UPI,3,False,0
5289,Urban,COD,10,True,1
31208,Urban,Debit Card,1,True,0
42037,Rural,Debit Card,2,True,0
35160,Metro City,UPI,5,False,0
22477,Rural,COD,3,False,1
46542,Metro City,COD,8,True,1
40778,Metro City,Credit Card,4,True,0
40779,Urban,UPI,6,False,0
29163,Metro City,UPI,1,False,0
20735,Urban,Net Banking,9,True,0
38432,Urban,Debit Card,9,False,0
28758,Urban,Credit Card,1,False,0
26528,Rural,COD,5,False,1
5049,Urban,UPI,6,True,0
36535,Urban,UPI,3,False,0
23216,Rural,COD,10,False,1
48847,Urban,Net Banking,3,False,0
10691,Rural,COD,9,True,0
35487,Urban,COD,1,True,0
5444,Metro City,UPI,8,False,0
19344,Metro City,Debit Card,8,True,0
2045,Rural,UPI,9,True,0
45738,Metro City,COD,4,True,1
14915,Rural,Net Banking,0,False,0
33551,Metro City,COD,8,True,1
4778,Rural,Debit Card,6,True,0
30266,Urban,UPI,1,True,0
42922,Urban,COD,1,False,0
18337,Urban,Credit Card,4,True,0
2931,Metro City,COD,0,False,0
35704,Rural,Net Banking,2,False,0
7980,Urban,Credit Card,10,False,0
37120,Urban,Net Banking,9,False,0
27695,Metro City,COD,10,False,1
43488,Urban,COD,0,False,0
33656,Urban,Net Banking,5,True,0
22816,Urban,COD,7,True,1
14997,Rural,Credit Card,7,False,0
15712,Metro City,COD,7,True,0
26013,Urban,UPI,10,True,0
964,Metro City,COD,8,False,1
49153,Rural,Debit Card,4,True,0
35878,Urban,UPI,7,False,0
3810,Urban,Credit Card,3,False,0
27776,Metro City,UPI,10,True,0
46055,Urban,Credit Card,8,True,0
6038,Urban,Net Banking,5,False,0
12189,Urban,UPI,5,True,0
41366,Urban,COD,1,False,0
2198,Rural,UPI,0,True,1
931,Rural,COD,2,True,0
2258,Metro City,UPI,6,False,0
39862,Metro City,COD,6,True,1
24284,Metro City,UPI,6,False,0
42277,Rural,Debit Card,5,True,0
25195,Metro City,COD,1,False,0
14828,Urban,Net Banking,1,True,0
33075,Urban,COD,1,True,0
4538,Rural,UPI,0,False,0
8679,Metro City,UPI,8,True,0
3903,Rural,Credit Card,8,True,0
2060,Metro City,Debit Card,4,True,0
20875,Rural,COD,7,True,1
19445,Urban,Credit Card,4,True,0
3084,Urban,UPI,1,False,0
8138,Rural,Net Banking,0,False,0
3172,Metro City,Debit Card,5,False,0
14579,Metro City,COD,8,False,1
11814,Rural,UPI,10,False,0
29613,Metro City,UPI,8,False,0
40702,Rural,COD,1,False,1
34254,Metro City,UPI,2,True,0
33839,Rural,Net Banking,0,True,0
18336,Rural,COD,5,True,1
46279,Urban,COD,3,False,0
24472,Urban,Net Banking,8,True,0
41838,Rural,UPI,5,True,0
10011,Urban,Net Banking,3,False,0
7507,Rural,Debit Card,4,False,0
34458,Rural,Credit Card,5,False,0
30419,Metro City,COD,9,True,1
33142,Urban,UPI,9,False,0
5648,Urban,Credit Card,10,False,0
33805,Urban,Net Banking,2,False,0
1968,Rural,UPI,1,False,0
36434,Urban,COD,5,False,1
24093,Metro City,COD,8,False,1
38467,Urban,Net Banking,6,False,0
42629,Metro City,COD,0,False,0
39672,Rural,Debit Card,5,False,0
42287,Urban,Credit Card,3,False,0
32559,Metro City,COD,4,False,1
33102,Rural,Net Banking,5,False,0
22527,Urban,COD,4,True,1
9757,Rural,Credit Card,7,True,0
9317,Metro City,Debit Card,5,False,0
46459,Rural,Net Banking,8,False,0
49377,Urban,Net Banking,3,True,0
49410,Rural,COD,1,True,0
29628,Urban,UPI,4,False,0
13032,Urban,UPI,4,False,0
27068,Rural,COD,5,False,1
28533,Rural,Debit Card,8,False,0
40077,Rural,COD,3,False,1
45097,Metro City,COD,8,False,1
49281,Urban,COD,2,True,1
30982,Rural,UPI,10,True,0
34631,Urban,Credit Card,10,True,0
2035,Rural,Debit Card,3,False,0
33999,Rural,COD,8,False,1
21515,Urban,Credit Card,7,True,0
31307,Rural,UPI,10,True,0
31192,Rural,UPI,3,False,0
17332,Rural,COD,9,False,1
22639,Metro City,Credit Card,10,False,0
39778,Metro City,UPI,10,False,0
35827,Rural,COD,2,False,0
13313,Metro City,COD,8,True,1
49954,Metro City,Credit Card,3,False,0
21721,Rural,Credit Card,4,True,1
34108,Urban,Credit Card,0,False,1
32600,Metro City,COD,1,False,0
8072,Urban,Net Banking,8,False,0
45701,Metro City,Net Banking,3,True,0
7234,Rural,COD,6,False,1
37855,Metro City,COD,1,True,0
1289,Metro City,Debit Card,1,True,0
19000,Rural,Net Banking,2,False,0
20932,Rural,COD,10,False,1
17458,Urban,COD,8,False,0
4844,Urban,Net Banking,10,False,0
6092,Urban,UPI,1,False,0
25395,Urban,COD,0,False,0
36914,Urban,COD,7,True,1
27846,Rural,Credit Card,7,True,0
24301,Urban,COD,5,True,1
39391,Rural,COD,0,True,1
811,Rural,COD,5,True,1
9866,Rural,COD,1,True,0
8825,Metro City,COD,9,True,1
846,Urban,COD,10,False,1
15367,Metro City,COD,2,True,0
36513,Urban,Credit Card,10,True,0
14229,Rural,COD,5,False,1
5043,Rural,Net Banking,6,False,0
11408,Urban,UPI,10,True,0
40415,Metro City,UPI,3,False,0
44271,Rural,UPI,0,True,0
38891,Rural,COD,8,False,1
45402,Rural,Credit Card,8,True,0
35016,Urban,Credit Card,10,False,0
11866,Metro City,COD,4,False,1
29011,Metro City,COD,0,False,0
2285,Urban,Net Banking,8,True,0
12395,Metro City,UPI,5,False,0
26645,Rural,COD,3,False,0
23875,Rural,Net Banking,0,False,0
44101,Urban,Debit Card,6,True,0
46238,Urban,COD,10,True,1
31683,Urban,Net Banking,1,True,0
16043,Urban,UPI,8,True,0
9193,Urban,COD,1,False,0
4672,Rural,COD,0,True,1
32342,Rural,COD,3,True,0
21524,Rural,Debit Card,6,True,0
23138,Rural,UPI,2,False,0
31185,Urban,COD,9,False,1
7300,Urban,Debit Card,10,True,0
16013,Urban,COD,10,False,0
41730,Urban,Debit Card,6,True,1
16243,Urban,UPI,5,False,0
37050,Rural,UPI,5,False,0
33147,Metro City,UPI,10,True,0
20697,Urban,COD,1,True,1
31202,Urban,Net Banking,9,False,0
25348,Metro City,COD,1,True,0
34497,Urban,Debit Card,2,True,0
25212,Urban,Credit Card,9,True,0
1410,Urban,COD,2,True,1
14043,Metro City,Net Banking,8,True,0
29401,Metro City,COD,4,True,1
38105,Metro City,Credit Card,3,True,0
4755,Metro City,COD,5,True,1
18180,Urban,Net Banking,3,False,0
14487,Metro City,Debit Card,3,False,0
31230,Urban,UPI,5,True,0
25447,Urban,COD,4,True,1
21468,Urban,UPI,1,False,1
37433,Urban,COD,0,False,0
7985,Urban,COD,1,False,0
5615,Metro City,Debit Card,2,False,0
42672,Metro City,Debit Card,1,False,0
35704,Metro City,COD,5,False,0
10355,Rural,COD,5,True,1
24814,Rural,COD,0,False,1
43235,Rural,Credit Card,7,False,0
47954,Urban,COD,7,True,1
49771,Urban,Debit Card,4,False,0
1100,Urban,Net Banking,5,True,0
8370,Urban,Net Banking,2,True,0
31739,Rural,Debit Card,7,True,0
2207,Urban,UPI,0,True,0
22887,Metro City,COD,7,False,1
3503,Rural,UPI,3,False,0
31914,Urban,Debit Card,1,False,0
42395,Metro City,Credit Card,3,False,0
35861,Metro City,Debit Card,7,False,0
36245,Rural,COD,2,True,0
2862,Urban,UPI,9,True,0
13346,Metro City,COD,8,True,1
7600,Rural,Debit Card,6,True,0
8225,Rural,UPI,7,False,0
5630,Rural,COD,10,False,1
6405,Urban,Debit Card,1,False,0
23654,Rural,Credit Card,9,False,0
32714,Metro City,COD,8,True,1
37332,Urban,Debit Card,4,True,0
17082,Metro City,COD,3,True,0
12890,Urban,UPI,9,True,0
48937,Urban,Credit Card,10,False,0
24023,Urban,Debit Card,5,False,0
31259,Urban,COD,2,False,1
42542,Metro City,Debit Card,1,True,0
24806,Urban,Net Banking,0,True,0
19851,Rural,COD,0,False,1
3501,Metro City,Credit Card,3,True,0
24511,Urban,COD,5,True,1
43550,Metro City,UPI,4,False,0
3504,Metro City,UPI,6,False,0
43407,Metro City,COD,9,False,1
45273,Metro City,Credit Card,2,False,0
12834,Rural,Net Banking,0,False,0
23193,Metro City,COD,0,False,0
22625,Urban,COD,8,True,1
3997,Metro City,COD,6,True,1
16402,Urban,UPI,8,True,0
26772,Rural,Net Banking,2,True,0
45124,Rural,UPI,3,True,0
5450,Urban,COD,4,False,1
36942,Rural,Debit Card,9,True,0
36374,Rural,COD,8,True,1
908,Rural,Credit Card,8,True,0
39216,Rural,Credit Card,6,False,0
49245,Metro City,COD,3,False,0
39076,Rural,Net Banking,4,False,0
33503,Rural,COD,4,True,1
40839,Urban,COD,4,False,1
25577,Metro City,Debit Card,5,False,0
35658,Rural,UPI,10,True,0
12074,Metro City,Debit Card,8,True,0
32510,Rural,UPI,1,False,0
10577,Metro City,UPI,5,False,0
46294,Urban,Net Banking,0,False,0
706,Urban,COD,6,False,1
16109,Metro City,Credit Card,8,True,0
2990,Rural,Net Banking,8,False,0
8000,Urban,Credit Card,9,True,0
45652,Urban,COD,5,False,1
41330,Metro City,COD,10,False,1
48479,Urban,Debit Card,1,True,0
48877,Rural,COD,5,False,1
33513,Metro City,COD,10,False,1
33350,Metro City,COD,9,True,0
21181,Rural,Net Banking,8,False,0
37946,Rural,Debit Card,9,True,0
7729,Urban,Debit Card,5,False,0
40431,Urban,Net Banking,7,True,0
3781,Urban,UPI,10,False,0
15491,Metro City,UPI,3,True,0
22037,Rural,COD,6,True,1
2385,Metro City,UPI,6,True,0
8084,Urban,Debit Card,6,False,0
9934,Rural,COD,4,True,1
22712,Urban,Debit Card,5,False,0
917,Rural,COD,4,False,1
42443,Rural,Net Banking,1,True,0
30847,Rural,UPI,8,True,0
14593,Urban,COD,10,False,1
9814,Urban,Net Banking,10,True,0
20728,Metro City,Net Banking,4,True,0
2654,Rural,COD,0,False,1
21931,Rural,Net Banking,2,False,0
45208,Urban,Debit Card,7,False,0
3685,Rural,UPI,0,False,0
44111,Urban,Net Banking,4,False,0
12299,Rural,Credit Card,6,True,0
33367,Metro City,COD,7,False,1
40132,Urban,Net Banking,8,False,0
12610,Metro City,Net Banking,1,False,0
16769,Urban,COD,9,False,1
28281,Urban,COD,8,True,1
1026,Urban,Debit Card,7,True,0
46031,Urban,COD,4,False,0
22304,Metro City,Net Banking,2,False,0
25625,Urban,Net Banking,8,True,0
26297,Rural,COD,8,True,1
46998,Metro City,UPI,2,False,0
21057,Rural,UPI,1,False,0
30849,Metro City,COD,3,True,1
46419,Metro City,Net Banking,2,True,1
26293,Urban,Credit Card,5,False,0
35418,Urban,Credit Card,5,True,0
941,Metro City,Net Banking,1,True,0
30989,Urban,COD,8,False,1
18641,Metro City,UPI,10,False,0
48347,Urban,Net Banking,5,True,0
34981,Urban,Credit Card,6,False,0
23739,Rural,COD,9,False,1
43681,Rural,Debit Card,0,True,0
46946,Rural,COD,2,True,0
6607,Urban,Net Banking,0,False,0
16433,Urban,Debit Card,8,False,0
36434,Urban,COD,8,False,1
39587,Rural,Net Banking,1,False,0
22375,Metro City,UPI,1,False,0
20562,Urban,COD,2,False,1
26415,Metro City,UPI,8,True,0
30816,Urban,Debit Card,5,True,0
19031,Urban,Debit Card,4,False,0
44935,Rural,COD,5,False,1
23809,Urban,COD,2,True,1
10439,Urban,COD,6,False,1
31411,Metro City,Net Banking,9,True,0
16985,Urban,Debit Card,3,True,0
47817,Rural,COD,3,False,1
34719,Urban,UPI,7,False,0
26376,Urban,UPI,4,True,0
13663,Metro City,COD,5,True,1
20274,Urban,COD,3,True,0
39547,Rural,Credit Card,1,False,0
31403,Urban,Credit Card,0,False,0
4290,Metro City,COD,2,True,0
13128,Urban,Debit Card,7,False,0
29560,Rural,Debit Card,0,False,0
44315,Metro City,Net Banking,4,True,0
33862,Rural,UPI,0,True,0
35732,Urban,Debit Card,1,True,0
42982,Metro City,Debit Card,5,True,0
25248,Metro City,UPI,3,True,1
3980,Urban,UPI,3,True,0
36569,Rural,Credit Card,5,True,0
49806,Metro City,COD,5,False,1
43752,Metro City,Net Banking,8,False,0
48688,Urban,COD,9,True,1
43160,Rural,COD,9,True,1
33667,Rural,UPI,7,True,0
32840,Urban,Debit Card,9,True,0
15888,Urban,UPI,7,True,0
8442,Metro City,Debit Card,2,True,0
23592,Rural,Debit Card,0,False,0
46460,Rural,UPI,10,False,0
15798,Rural,Debit Card,2,False,0
16872,Metro City,Debit Card,7,False,0
1690,Metro City,Net Banking,5,True,0
18227,Rural,Credit Card,7,False,0
14446,Urban,UPI,1,True,0
45264,Rural,Debit Card,7,True,0
40192,Rural,Credit Card,7,True,0
48769,Rural,COD,5,False,1
36350,Urban,Debit Card,10,True,0
49453,Metro City,COD,4,False,1
7084,Rural,Net Banking,6,False,0
42789,Urban,COD,4,True,1
35997,Urban,UPI,10,True,0
29667,Rural,COD,10,False,1
32664,Rural,COD,5,True,1
29196,Urban,Credit Card,10,False,0
44941,Rural,Credit Card,6,True,0
16585,Metro City,UPI,8,False,0
31546,Metro City,Debit Card,0,False,1
19746,Metro City,Debit Card,7,False,0
47527,Rural,COD,1,True,0
18470,Rural,COD,10,True,1
12129,Urban,Credit Card,2,True,0
32353,Urban,UPI,7,True,0
10128,Urban,Net Banking,8,True,0
19294,Metro City,UPI,5,False,0
28235,Urban,COD,10,True,1
30419,Metro City,COD,8,True,1
20527,Metro City,COD,6,False,1
6156,Rural,Credit Card,7,True,0
32409,Urban,COD,6,True,1
38073,Rural,Debit Card,8,False,0
17397,Urban,COD,8,False,1
14650,Metro City,Net Banking,0,False,0
26187,Metro City,COD,8,True,1
15810,Metro City,UPI,7,True,0
2043,Metro City,Debit Card,4,True,0
41366,Metro City,Credit Card,1,False,0
12904,Rural,UPI,6,False,0
17619,Rural,COD,5,True,1
9642,Rural,Credit Card,8,True,0
6402,Rural,Debit Card,3,True,0
22411,Metro City,Credit Card,1,True,0
37265,Urban,Net Banking,9,False,0
38912,Urban,Debit Card,1,True,0
3915,Rural,Debit Card,5,False,0
17152,Urban,Debit Card,10,False,0
49704,Rural,Credit Card,5,True,0
33919,Urban,COD,3,False,0
39304,Metro City,UPI,8,True,0
9195,Metro City,COD,10,False,1
32185,Metro City,Credit Card,7,True,0
35073,Urban,Net Banking,9,False,0
37528,Rural,Debit Card,10,True,0
22206,Urban,COD,1,False,0
22639,Metro City,COD,3,False,0
15411,Urban,Debit Card,0,False,0
12254,Rural,Credit Card,2,False,0
37262,Metro City,Net Banking,7,True,0
39599,Rural,COD,3,True,0
24673,Urban,Debit Card,9,False,0
13963,Rural,Net Banking,3,True,0
34422,Urban,Net Banking,6,False,0
12979,Metro City,Net Banking,0,True,0
43046,Rural,Debit Card,3,False,0
37452,Urban,Credit Card,10,True,0
35807,Metro City,Credit Card,3,False,0
32740,Rural,COD,8,False,1
15730,Metro City,COD,6,False,1
1319,Metro City,COD,10,True,0
16578,Metro City,COD,7,True,0
47449,Metro City,Debit Card,4,False,0
45915,Rural,Credit Card,10,True,0
2840,Urban,COD,0,True,0
17261,Urban,Credit Card,0,False,0
15634,Metro City,Debit Card,6,True,0
24699,Metro City,Debit Card,0,True,0
5967,Metro City,Debit Card,1,False,0
5705,Rural,COD,3,True,0
34250,Metro City,COD,6,True,1
22639,Rural,Credit Card,1,True,0
36333,Rural,COD,4,True,0
24839,Rural,COD,6,False,1
36483,Metro City,COD,0,False,1
15363,Rural,Net Banking,4,True,0
18318,Rural,Debit Card,5,False,0
9122,Rural,Net Banking,7,False,0
11410,Metro City,UPI,0,True,0
46256,Urban,COD,8,True,1
28486,Urban,Credit Card,10,False,0
29920,Urban,Credit Card,9,True,0
20987,Metro City,Debit Card,1,True,0
44683,Metro City,UPI,3,False,0
40809,Urban,COD,10,True,1
4515,Urban,Net Banking,0,True,0
9527,Urban,Debit Card,4,True,0
31929,Metro City,COD,5,True,1
31214,Metro City,Debit Card,6,True,0
1804,Rural,Credit Card,1,True,0
4753,Rural,COD,3,True,0
4610,Rural,Debit Card,0,False,0
21811,Metro City,Net Banking,1,True,1
3368,Urban,Credit Card,2,True,0
48952,Rural,Net Banking,9,False,0
29153,Rural,Debit Card,10,False,0
6071,Metro City,Credit Card,10,True,0
4765,Urban,Net Banking,3,True,0
35305,Urban,COD,10,True,1
6427,Urban,Net Banking,9,True,0
40146,Metro City,COD,0,False,0
35184,Rural,UPI,4,True,0
33487,Urban,Debit Card,5,False,0
31558,Rural,COD,1,True,1
40656,Urban,UPI,2,False,0
22774,Metro City,COD,8,False,1
13329,Rural,Credit Card,9,False,0
30298,Rural,Net Banking,7,False,0
24111,Urban,COD,8,False,1
12305,Metro City,COD,10,False,1
20329,Metro City,COD,3,True,0
22288,Urban,Credit Card,2,False,0
1759,Rural,UPI,4,False,0
9399,Rural,COD,10,False,0
47619,Metro City,Debit Card,1,False,0
25878,Metro City,COD,9,True,1
32809,Rural,UPI,8,False,0
35300,Rural,Debit Card,8,False,0
49068,Rural,Credit Card,5,True,0
6552,Metro City,Credit Card,5,True,0
18195,Rural,Net Banking,0,False,0
35597,Rural,Credit Card,7,False,0
9015,Urban,COD,2,False,1
9485,Rural,COD,2,False,1
10360,Rural,UPI,4,False,0
15941,Metro City,COD,4,True,1
22437,Metro City,UPI,7,True,0
47108,Metro City,COD,10,False,1
18831,Rural,Net Banking,7,True,0
18797,Metro City,COD,1,True,0
21899,Metro City,Net Banking,3,False,0
18473,Metro City,Net Banking,8,True,0
17395,Urban,UPI,6,True,0
36989,Urban,COD,2,False,0
26713,Metro City,COD,10,False,1
34368,Rural,COD,3,False,0
2672,Metro City,COD,5,True,1
6387,Urban,Debit Card,7,True,0
32421,Rural,COD,6,True,1
27581,Rural,Debit Card,4,True,0
38736,Metro City,UPI,9,True,0
45922,Urban,COD,8,False,1
42611,Metro City,COD,5,True,1
45709,Urban,Net Banking,6,False,0
29488,Rural,COD,10,True,1
42691,Metro City,Debit Card,3,False,0
18106,Metro City,Debit Card,4,True,0
21917,Urban,Debit Card,4,False,0
13610,Rural,Credit Card,3,True,0
558,Urban,UPI,4,True,0
7238,Urban,Credit Card,3,False,0
6707,Urban,Net Banking,1,True,0
48127,Rural,Net Banking,0,False,0
37247,Metro City,Debit Card,4,False,0
7081,Rural,Net Banking,10,True,0
24955,Rural,COD,10,False,1
33845,Rural,COD,5,False,0
1690,Rural,Net Banking,0,True,0
642,Rural,COD,7,True,0
48864,Metro City,COD,2,False,1
48938,Rural,COD,1,False,0
5074,Rural,Debit Card,10,False,0
10075,Rural,COD,0,False,0
5374,Metro City,Credit Card,1,False,0
3855,Rural,COD,10,True,1
23651,Rural,Net Banking,1,False,0
49002,Urban,Net Banking,0,True,0
33504,Metro City,COD,10,False,1
1918,Rural,Net Banking,6,False,0
19284,Urban,Debit Card,9,False,0
37029,Urban,Net Banking,7,False,0
3135,Metro City,Debit Card,0,True,0
12666,Metro City,Debit Card,1,True,0
31584,Metro City,Debit Card,4,True,0
29778,Rural,COD,1,False,1
27291,Rural,Credit Card,1,False,0
33728,Urban,Debit Card,6,True,0
30356,Rural,Net Banking,8,True,0
3830,Metro City,Credit Card,6,True,0
15703,Urban,UPI,2,False,0
21298,Metro City,COD,5,True,1
27566,Metro City,Net Banking,6,False,0
34457,Urban,UPI,1,True,0
11071,Metro City,COD,3,False,0
972,Rural,Credit Card,9,False,0
34539,Rural,UPI,0,True,0
20604,Rural,COD,0,True,0
44834,Metro City,Debit Card,9,True,0
37915,Urban,Net Banking,2,False,0
45267,Metro City,COD,1,False,0
23821,Urban,Net Banking,7,True,0
19864,Rural,Net Banking,7,True,0
15571,Rural,COD,8,False,1
22516,Rural,Debit Card,6,False,0
18324,Rural,Credit Card,2,True,0
1973,Metro City,UPI,5,False,0
19645,Metro City,UPI,9,True,0
3458,Urban,COD,0,True,1
13661,Urban,COD,10,False,1
48123,Metro City,Credit Card,7,False,0
22678,Metro City,COD,9,False,1
7561,Metro City,Credit Card,0,True,0
14438,Metro City,UPI,2,True,0
15653,Metro City,COD,5,True,1
35456,Metro City,Credit Card,5,False,0
46547,Urban,Debit Card,6,False,0
29109,Rural,COD,10,False,1
40815,Metro City,Net Banking,0,True,0
15646,Urban,Debit Card,9,True,0
20329,Urban,COD,3,False,0
41845,Urban,COD,7,False,0
6246,Rural,COD,7,True,1
42534,Metro City,Credit Card,8,False,1
19166,Rural,Credit Card,3,False,0
16797,Metro City,COD,4,False,1
40905,Rural,COD,2,False,0
38267,Rural,Debit Card,4,False,0
2270,Metro City,Credit Card,9,False,0
21594,Rural,Debit Card,10,True,0
8938,Urban,COD,8,False,1
39805,Metro City,UPI,0,False,0
5378,Urban,Debit Card,3,True,0
35421,Urban,COD,9,False,1
30534,Rural,UPI,7,False,0
19226,Metro City,Net Banking,2,False,0
33279,Urban,COD,6,True,1
42243,Metro City,Credit Card,10,False,0
21073,Urban,Debit Card,5,False,0
43528,Rural,Credit Card,8,True,0
28527,Urban,Debit Card,8,True,0
43775,Urban,Debit Card,2,False,0
5708,Rural,Credit Card,1,True,0
8889,Rural,Net Banking,2,False,0
3088,Rural,Net Banking,10,False,0
2235,Metro City,Credit Card,0,False,0
34869,Urban,Credit Card,10,False,0
17772,Metro City,COD,0,False,0
29601,Urban,COD,8,False,0
29196,Rural,COD,9,True,1
24724,Urban,Net Banking,4,False,0
26772,Urban,UPI,9,True,0
35168,Metro City,Credit Card,2,False,0
48891,Metro City,Debit Card,8,False,0
5316,Urban,COD,1,True,0
42929,Rural,Debit Card,10,True,0
27586,Rural,COD,3,False,1
14468,Urban,Net Banking,2,False,0
42034,Urban,COD,0,False,0
43457,Metro City,COD,10,True,0
6042,Metro City,COD,5,False,1
42419,Urban,Net Banking,1,True,0
7481,Metro City,COD,1,True,1
16984,Rural,Credit Card,4,False,0
26044,Metro City,COD,0,False,0
16083,Urban,Net Banking,10,True,0
2708,Rural,Net Banking,2,False,0
21900,Rural,Debit Card,1,False,0
20948,Metro City,COD,6,True,1
44865,Metro City,COD,3,True,0
49280,Rural,Credit Card,3,False,0
31750,Rural,Credit Card,4,True,0
22570,Urban,Debit Card,6,False,0
3246,Metro City,COD,5,False,1
10001,Urban,Net Banking,7,True,0
10748,Rural,Debit Card,0,True,0
33624,Metro City,COD,2,True,0
21619,Metro City,Credit Card,2,False,0
25807,Metro City,Net Banking,2,True,0
35514,Urban,Debit Card,2,False,0
12359,Metro City,Debit Card,1,False,0
17086,Metro City,COD,4,False,1
4459,Rural,UPI,3,True,0
14311,Rural,Net Banking,4,True,0
23097,Rural,UPI,3,False,0
37215,Rural,UPI,3,True,0
8578,Rural,COD,10,False,1
1722,Metro City,COD,0,True,0
36056,Urban,COD,3,False,0
14404,Metro City,UPI,2,False,0
48870,Rural,UPI,2,True,0
48609,Urban,COD,6,True,1
15332,Urban,Net Banking,3,False,0
39211,Rural,Debit Card,10,False,0
24987,Urban,Net Banking,7,False,0
10823,Rural,Credit Card,4,False,0
29164,Metro City,Debit Card,8,True,0
28950,Rural,Credit Card,7,True,0
19652,Rural,COD,0,False,1
